district,District,Country,District_code
21179,Tlachichuca (Puebla),MEX,3165
12062,Tlacoachistlahuaca (Guerrero),MEX,3166
20551,Tlacolula De Matamoros (Oaxaca),MEX,3167
30177,Tlacolulan (Veracruz De Ignacio De La Llave),MEX,3168
30178,Tlacotalpan (Veracruz De Ignacio De La Llave),MEX,3169
10036,Tlahualilo (Durango),MEX,3170
13070,Tlahuelilpan (Hidalgo),MEX,3171
14097,Tlajomulco De Zúñiga (Jalisco),MEX,3172
12064,Tlalchapa (Guerrero),MEX,3173
30181,Tlalixcoyan (Veracruz De Ignacio De La Llave),MEX,3174
20553,Tlalixtac De Cabrera (Oaxaca),MEX,3175
30182,Tlalnelhuayocan (Veracruz De Ignacio De La Llave),MEX,3176
15104,Tlalnepantla De Baz (México),MEX,3177
09012,Tlalpan (Ciudad De México),MEX,3178
32048,Tlaltenango De Sánchez Román (Zacatecas),MEX,3179
17024,Tlaltizapán De Zapata (Morelos),MEX,3180
13073,Tlanchinol (Hidalgo),MEX,3181
12066,Tlapa De Comonfort (Guerrero),MEX,3182
30183,Tlapacoyan (Veracruz De Ignacio De La Llave),MEX,3183
17025,Tlaquiltenango (Morelos),MEX,3184
15105,Tlatlaya (México),MEX,3185
29033,Tlaxcala (Tlaxcala),MEX,3186
29034,Tlaxco (Tlaxcala),MEX,3187
13074,Tlaxcoapan (Hidalgo),MEX,3188
17026,Tlayacapan (Morelos),MEX,3189
09011,Tláhuac (Ciudad De México),MEX,3190
29035,Tocatlán (Tlaxcala),MEX,3191
16095,Tocumbo (Michoacán De Ocampo),MEX,3192
22018,Tolimán (Querétaro),MEX,3193
15106,Toluca (México),MEX,3194
14100,Tomatlán (Jalisco),MEX,3195
07097,Tonalá (Chiapas),MEX,3196
14101,Tonalá (Jalisco),MEX,3197
05035,Torreón (Coahuila De Zaragoza),MEX,3198
29036,Totolac (Tlaxcala),MEX,3199
14105,Tototlán (Jalisco),MEX,3200
13076,Tula De Allende (Hidalgo),MEX,3201
13077,Tulancingo De Bravo (Hidalgo),MEX,3202
15109,Tultitlán (México),MEX,3203
23009,Tulum (Quintana Roo),MEX,3204
18018,Tuxpan (Nayarit),MEX,3205
30189,Tuxpan (Veracruz De Ignacio De La Llave),MEX,3206
07102,Tuxtla Chico (Chiapas),MEX,3207
07101,Tuxtla Gutiérrez (Chiapas),MEX,3208
29038,Tzompantepec (Tlaxcala),MEX,3209
31098,Tzucacab (Yucatán),MEX,3210
12057,Técpan De Galeana (Guerrero),MEX,3211
31101,Umán (Yucatán),MEX,3212
11041,Uriangato (Guanajuato),MEX,3213
08065,Urique (Chihuahua),MEX,3214
30191,Ursulo Galván (Veracruz De Ignacio De La Llave),MEX,3215
16102,Uruapan (Michoacán De Ocampo),MEX,3216
31102,Valladolid (Yucatán),MEX,3217
15122,Valle De Chalco Solidaridad (México),MEX,3218
11042,Valle De Santiago (Guanajuato),MEX,3219
08067,Valle De Zaragoza (Chihuahua),MEX,3220
28040,Valle Hermoso (Tamaulipas),MEX,3221
19050,Vallecillo (Nuevo León),MEX,3222
32049,Valparaíso (Zacatecas),MEX,3223
07106,Venustiano Carranza (Chiapas),MEX,3224
09017,Venustiano Carranza (Ciudad De México),MEX,3225
30193,Veracruz (Veracruz De Ignacio De La Llave),MEX,3226
32050,Vetagrande (Zacatecas),MEX,3227
10038,Vicente Guerrero (Durango),MEX,3228
11043,Victoria (Guanajuato),MEX,3229
28041,Victoria (Tamaulipas),MEX,3230
05036,Viesca (Coahuila De Zaragoza),MEX,3231
07107,Villa Corzo (Chiapas),MEX,3232
15111,Villa De Allende (México),MEX,3233
24056,Villa De Arista (San Luis Potosí),MEX,3234
24046,Villa De Arriaga (San Luis Potosí),MEX,3235
32051,Villa De Cos (Zacatecas),MEX,3236
24047,Villa De Guadalupe (San Luis Potosí),MEX,3237
24049,Villa De Ramos (San Luis Potosí),MEX,3238
24050,Villa De Reyes (San Luis Potosí),MEX,3239
20334,Villa De Tututepec (Oaxaca),MEX,3240
20565,Villa De Zaachila (Oaxaca),MEX,3241
06010,Villa De Álvarez (Colima),MEX,3242
32052,Villa García (Zacatecas),MEX,3243
32053,Villa González Ortega (Zacatecas),MEX,3244
14115,Villa Guerrero (Jalisco),MEX,3245
15113,Villa Guerrero (México),MEX,3246
24051,Villa Hidalgo (San Luis Potosí),MEX,3247
32054,Villa Hidalgo (Zacatecas),MEX,3248
24052,Villa Juárez (San Luis Potosí),MEX,3249
20277,Villa Sola De Vega (Oaxaca),MEX,3250
15114,Villa Victoria (México),MEX,3251
07108,Villaflores (Chiapas),MEX,3252
11044,Villagrán (Guanajuato),MEX,3253
16105,Vista Hermosa (Michoacán De Ocampo),MEX,3254
30087,Xalapa (Veracruz De Ignacio De La Llave),MEX,3255
18008,Xalisco (Nayarit),MEX,3256
29039,Xaloztoc (Tlaxcala),MEX,3257
12069,Xalpatláhuac (Guerrero),MEX,3258
29040,Xaltocan (Tlaxcala),MEX,3259
29042,Xicohtzinco (Tlaxcala),MEX,3260
21197,Xicotepec (Puebla),MEX,3261
28043,Xicoténcatl (Tamaulipas),MEX,3262
24054,Xilitla (San Luis Potosí),MEX,3263
21199,Xiutetelco (Puebla),MEX,3264
09013,Xochimilco (Ciudad De México),MEX,3265
17028,Xochitepec (Morelos),MEX,3266
15115,Xonacatlán (México),MEX,3267
13080,Yahualica (Hidalgo),MEX,3268
07109,Yajalón (Chiapas),MEX,3269
29043,Yauhquemehcan (Tlaxcala),MEX,3270
17029,Yautepec (Morelos),MEX,3271
31104,Yaxcabá (Yucatán),MEX,3272
17030,Yecapixtla (Morelos),MEX,3273
21205,Yehualtepec (Puebla),MEX,3274
31106,Yobaín (Yucatán),MEX,3275
11046,Yuriria (Guanajuato),MEX,3276
16107,Zacapu (Michoacán De Ocampo),MEX,3277
32056,Zacatecas (Zacatecas),MEX,3278
29044,Zacatelco (Tlaxcala),MEX,3279
17031,Zacatepec (Morelos),MEX,3280
14119,Zacoalco De Torres (Jalisco),MEX,3281
15117,Zacualpan (México),MEX,3282
17032,Zacualpan De Amilpas (Morelos),MEX,3283
13081,Zacualtipán De Ángeles (Hidalgo),MEX,3284
16108,Zamora (Michoacán De Ocampo),MEX,3285
14120,Zapopan (Jalisco),MEX,3286
14121,Zapotiltic (Jalisco),MEX,3287
12072,Zapotitlán Tablas (Guerrero),MEX,3288
14124,Zapotlanejo (Jalisco),MEX,3289
13082,Zapotlán De Juárez (Hidalgo),MEX,3290
14023,Zapotlán El Grande (Jalisco),MEX,3291
05038,Zaragoza (Coahuila De Zaragoza),MEX,3292
24055,Zaragoza (San Luis Potosí),MEX,3293
13083,Zempoala (Hidalgo),MEX,3294
21213,Zihuateutla (Puebla),MEX,3295
20570,Zimatlán De Álvarez (Oaxaca),MEX,3296
15118,Zinacantepec (México),MEX,3297
07111,Zinacantán (Chiapas),MEX,3298
16111,Ziracuaretiro (Michoacán De Ocampo),MEX,3299
12074,Zitlala (Guerrero),MEX,3300
16112,Zitácuaro (Michoacán De Ocampo),MEX,3301
30201,Zongolica (Veracruz De Ignacio De La Llave),MEX,3302
15120,Zumpango (México),MEX,3303
26003,Álamos (Sonora),MEX,3304
09010,Álvaro Obregón (Ciudad De México),MEX,3305
16003,Álvaro Obregón (Michoacán De Ocampo),MEX,3306
82,Abeibara,MLI,3307
102,Achouratt,MLI,3308
103,Alourche,MLI,3309
72,Ansongo,MLI,3310
104,Arawane,MLI,3311
12,Bafoulabe,MLI,3312
22,Banamba,MLI,3313
52,Bandiagara,MLI,3314
53,Bankass,MLI,3315
42,Baroueli,MLI,3316
43,Bla,MLI,3317
32,Bougouni,MLI,3318
73,Bourem,MLI,3319
105,Bouzbeha,MLI,3320
13,Diema,MLI,3321
23,Dioila,MLI,3322
62,Dire,MLI,3323
91,District De Bamako,MLI,3324
54,Djenne,MLI,3325
55,Douentza,MLI,3326
106,Foum Elba,MLI,3327
71,Gao,MLI,3328
63,Goundam,MLI,3329
64,Gourma-Rha,MLI,3330
33,Kadiolo,MLI,3331
24,Kangaba,MLI,3332
25,Kati,MLI,3333
11,Kayes,MLI,3334
14,Kenieba,MLI,3335
81,Kidal,MLI,3336
15,Kita,MLI,3337
26,Kolokani,MLI,3338
34,Kolondieba,MLI,3339
56,Koro,MLI,3340
21,Koulikoro,MLI,3341
35,Koutiala,MLI,3342
44,Macina,MLI,3343
74,Menaka,MLI,3344
111,Menaka,MLI,3345
51,Mopti,MLI,3346
27,Nara,MLI,3347
65,Niafunke,MLI,3348
45,Niono,MLI,3349
16,Nioro,MLI,3350
46,San,MLI,3351
41,Segou,MLI,3352
31,Sikasso,MLI,3353
101,Taoudenit,MLI,3354
83,Tessalit,MLI,3355
84,Tin-Essako,MLI,3356
61,Tombouctou,MLI,3357
47,Tominian,MLI,3358
36,Yanfolila,MLI,3359
17,Yelimane,MLI,3360
37,Yorosso,MLI,3361
58,Youwarou,MLI,3362
701,Bago,MMR,3363
103,Bhamo,MMR,3364
601,Dawei,MMR,3365
402,Falam,MMR,3366
805,Gangaw,MMR,3367
401,Hakha,MMR,3368
1406,Hinthada,MMR,3369
508,Hkamti,MMR,3370
301,Hpa-An,MMR,3371
505,Kalay,MMR,3372
504,Katha,MMR,3373
304,Kawkareik,MMR,3374
603,Kawthoung,MMR,3375
1311,Kengtong,MMR,3376
1104,Kyaukpyu,MMR,3377
903,Kyaukse,MMR,3378
1306,Kyukme,MMR,3379
1405,Labutta,MMR,3380
1304,Lashio,MMR,3381
1303,Linkhae,MMR,3382
201,Loikaw,MMR,3383
1302,Loilen,MMR,3384
801,Magway,MMR,3385
901,Mandalay,MMR,3386
1403,Maubin,MMR,3387
1103,Maungdaw,MMR,3388
1001,Mawlamyaing,MMR,3389
907,Meiktila,MMR,3390
802,Minbu,MMR,3391
403,Mindat,MMR,3392
102,Mohnyin,MMR,3393
503,Monywa,MMR,3394
1102,Mrauk-U,MMR,3395
1305,Muse,MMR,3396
1404,Myaungmya,MMR,3397
303,Myawaddy,MMR,3398
602,Myeik,MMR,3399
904,Myingyan,MMR,3400
101,Myitkyina,MMR,3401
1502,Naypyitaw (South),MMR,3402
1501,Naypyitaw(North),MMR,3403
804,Pakokku,MMR,3404
1401,Pathein,MMR,3405
1402,Pyapon,MMR,3406
703,Pyay,MMR,3407
902,Pyinoolwin,MMR,3408
501,Sagaing,MMR,3409
502,Shwebo,MMR,3410
1101,Sittwe,MMR,3411
1313,Tachileik,MMR,3412
506,Tamu,MMR,3413
1301,Taunggyi,MMR,3414
702,Taungoo,MMR,3415
1105,Thandwe,MMR,3416
1002,Thaton,MMR,3417
704,Thayarwady,MMR,3418
803,Thayet,MMR,3419
906,Yamethin,MMR,3420
1202,Yangon (East),MMR,3421
1201,Yangon (North),MMR,3422
1203,Yangon (South),MMR,3423
1204,Yangon (West),MMR,3424
509,Yinmabin,MMR,3425
65,Arkhangai,MNG,3426
83,Bayan-Olgii,MNG,3427
64,Bayankhongor,MNG,3428
63,Bulgan,MNG,3429
45,Darkhan-Uul,MNG,3430
21,Dornod,MNG,3431
44,Dornogovi,MNG,3432
48,Dundgovi,MNG,3433
82,Govi-Altai,MNG,3434
23,Khentii,MNG,3435
84,Khovd,MNG,3436
67,Khovsgol,MNG,3437
46,Omnogovi,MNG,3438
61,Orkhon,MNG,3439
62,Ovorkhangai,MNG,3440
43,Selenge,MNG,3441
22,Sukhbaatar,MNG,3442
41,Tov,MNG,3443
11,Ulaanbaatar,MNG,3444
85,Uvs,MNG,3445
81,Zavkhan,MNG,3446
1,Alto Molocue,MOZ,3447
2,Ancuabe,MOZ,3448
3,Angoche,MOZ,3449
4,Angonia,MOZ,3450
5,Balama,MOZ,3451
6,Barue,MOZ,3452
7,Bilene,MOZ,3453
8,Boane,MOZ,3454
9,Buzi,MOZ,3455
10,Cahora-Bassa,MOZ,3456
11,Caia,MOZ,3457
12,Changara,MOZ,3458
13,Chemba,MOZ,3459
14,Chibabava,MOZ,3460
15,Chibuto,MOZ,3461
16,Chicualacuala,MOZ,3462
17,Chifunde,MOZ,3463
18,Chigubo,MOZ,3464
19,Chinde,MOZ,3465
20,Chiure,MOZ,3466
21,Chiuta,MOZ,3467
22,Chokwe,MOZ,3468
23,Cidade Da Beira,MOZ,3469
24,Cidade De Chimoio,MOZ,3470
25,Cidade De Inhambane,MOZ,3471
26,Cidade De Lichinga,MOZ,3472
27,Cidade De Matola,MOZ,3473
28,Cidade De Maxixe,MOZ,3474
29,Cidade De Nampula,MOZ,3475
30,Cidade De Pemba,MOZ,3476
31,Cidade De Quelimane,MOZ,3477
32,Cidade De Tete,MOZ,3478
33,Cidade De Xai-Xai,MOZ,3479
34,Cidade Ilha De Mocambique,MOZ,3480
35,Cuamba,MOZ,3481
36,Distrito De Kamavota,MOZ,3482
37,Distrito De Kampfumu,MOZ,3483
38,Distrito De Kamubukwana,MOZ,3484
39,Distrito De Katembe,MOZ,3485
40,Distrito De Nhlamankulu,MOZ,3486
41,Distrito Kamaxakeni,MOZ,3487
42,Dondo,MOZ,3488
43,Funhalouro,MOZ,3489
44,Gile,MOZ,3490
45,Gondola,MOZ,3491
46,Gorongosa,MOZ,3492
47,Govuro,MOZ,3493
48,Guija,MOZ,3494
49,Guro,MOZ,3495
50,Gurue,MOZ,3496
51,Homoine,MOZ,3497
52,Ibo,MOZ,3498
53,Ile,MOZ,3499
54,Inharrime,MOZ,3500
55,Inhassoro,MOZ,3501
56,Inhassunge,MOZ,3502
57,Jangamo,MOZ,3503
58,Lago,MOZ,3504
59,Lalaua,MOZ,3505
60,Lichinga,MOZ,3506
61,Lugela,MOZ,3507
62,Mabalane,MOZ,3508
63,Mabote,MOZ,3509
64,Macanga,MOZ,3510
65,Machanga,MOZ,3511
66,Machaze,MOZ,3512
67,Macomia,MOZ,3513
68,Macossa,MOZ,3514
69,Maganja Da Costa,MOZ,3515
70,Magoe,MOZ,3516
71,Magude,MOZ,3517
72,Majune,MOZ,3518
73,Malema,MOZ,3519
74,Mandimba,MOZ,3520
75,Mandlacaze,MOZ,3521
76,Manhiça,MOZ,3522
77,Manica,MOZ,3523
78,Maravia,MOZ,3524
79,Maringue,MOZ,3525
80,Marracuene,MOZ,3526
81,Marromeu,MOZ,3527
82,Marrupa,MOZ,3528
83,Massangena,MOZ,3529
84,Massinga,MOZ,3530
85,Matutuine,MOZ,3531
86,Maua,MOZ,3532
87,Mavago,MOZ,3533
88,Mecanhelas,MOZ,3534
89,Meconta,MOZ,3535
90,Mecuburi,MOZ,3536
91,Mecufi,MOZ,3537
92,Meluco,MOZ,3538
93,Memba,MOZ,3539
94,Metarica,MOZ,3540
95,Milange,MOZ,3541
96,Moamba,MOZ,3542
97,Moatize,MOZ,3543
98,Mocimboa Da Praia,MOZ,3544
99,Mocuba,MOZ,3545
100,Mogincual,MOZ,3546
101,Mogovolas,MOZ,3547
102,Moma,MOZ,3548
103,Monapo,MOZ,3549
104,Montepuez,MOZ,3550
105,Mopeia,MOZ,3551
106,Morrumbala,MOZ,3552
107,Morrumbene,MOZ,3553
108,Mossuril,MOZ,3554
109,Mossurize,MOZ,3555
110,Muanza,MOZ,3556
111,Muecate,MOZ,3557
112,Mueda,MOZ,3558
113,Muembe,MOZ,3559
114,Muidumbe,MOZ,3560
115,Murrupula,MOZ,3561
116,Mutarara,MOZ,3562
117,N'gauma,MOZ,3563
118,Nacala-Porto,MOZ,3564
119,Nacala-Velha,MOZ,3565
120,Nacaroa,MOZ,3566
121,Namaacha,MOZ,3567
122,Namacurra,MOZ,3568
123,Namapa-Erati,MOZ,3569
124,Namarroi,MOZ,3570
125,Nampula,MOZ,3571
126,Namuno,MOZ,3572
127,Nangade,MOZ,3573
128,Nhamatanda,MOZ,3574
129,Nicoadala,MOZ,3575
130,Nipepe,MOZ,3576
131,Palma,MOZ,3577
132,Panda,MOZ,3578
133,Pebane,MOZ,3579
134,Pemba - Metuge,MOZ,3580
135,Quissanga,MOZ,3581
136,Ribaue,MOZ,3582
137,Sanga,MOZ,3583
138,Sussundenga,MOZ,3584
139,Tambara,MOZ,3585
140,Tsangano,MOZ,3586
141,Vilankulo,MOZ,3587
142,Xai-Xai,MOZ,3588
143,Zavala,MOZ,3589
144,Zumbo,MOZ,3590
312,Balaka,MWI,3591
305,Blantyre,MWI,3592
315,Blantyre City,MWI,3593
310,Chikwawa,MWI,3594
304,Chiradzulu,MWI,3595
101,Chitipa,MWI,3596
208,Dedza,MWI,3597
204,Dowa,MWI,3598
102,Karonga,MWI,3599
201,Kasungu,MWI,3600
106,Likoma,MWI,3601
206,Lilongwe,MWI,3602
210,Lilongwe City,MWI,3603
302,Machinga,MWI,3604
301,Mangochi,MWI,3605
207,Mchinji,MWI,3606
308,Mulanje,MWI,3607
306,Mwanza,MWI,3608
105,Mzimba,MWI,3609
107,Mzuzu City,MWI,3610
313,Neno,MWI,3611
103,Nkhatabay,MWI,3612
202,Nkhotakota,MWI,3613
311,Nsanje,MWI,3614
209,Ntcheu,MWI,3615
203,Ntchisi,MWI,3616
309,Phalombe,MWI,3617
104,Rumphi,MWI,3618
205,Salima,MWI,3619
307,Thyolo,MWI,3620
314,Zomba City,MWI,3621
303,Zomba Non-City,MWI,3622
61,Abala,NER,3623
51,Abalak,NER,3624
11,Aderbissinat,NER,3625
41,Aguie,NER,3626
12,Arlit,NER,3627
62,Ayerou,NER,3628
52,Bagaroua,NER,3629
63,Balleyara,NER,3630
65,Bankilare,NER,3631
71,Belbedji,NER,3632
42,Bermo,NER,3633
53,Birni N'konni,NER,3634
31,Boboye,NER,3635
54,Bouza,NER,3636
43,Dakoro,NER,3637
72,Damagaram Takaya,NER,3638
22,Diffa,NER,3639
32,Dioundiou,NER,3640
33,Dogondoutchi,NER,3641
34,Dosso,NER,3642
73,Dungass,NER,3643
35,Falmey,NER,3644
66,Filingue,NER,3645
36,Gaya,NER,3646
44,Gazaoua,NER,3647
67,Gotheye,NER,3648
23,Goudoumaria,NER,3649
74,Goure,NER,3650
45,Guidan-Roumdji,NER,3651
14,Iferouane,NER,3652
55,Illela,NER,3653
15,Ingall,NER,3654
75,Kantche,NER,3655
56,Keita,NER,3656
68,Kollo,NER,3657
37,Loga,NER,3658
57,Madaoua,NER,3659
46,Madarounfa,NER,3660
76,Magaria,NER,3661
24,Maine-Soroa,NER,3662
58,Malbaza,NER,3663
47,Mayahi,NER,3664
77,Mirriah,NER,3665
25,N'gourti,NER,3666
26,N'guigmi,NER,3667
69,Ouallam,NER,3668
610,Say,NER,3669
59,Tahoua,NER,3670
78,Takeita,NER,3671
79,Tanout,NER,3672
511,Tchintabaraden,NER,3673
16,Tchirozerine,NER,3674
611,Tera,NER,3675
710,Tesker,NER,3676
48,Tessaoua,NER,3677
38,Tibiri (Doutchi),NER,3678
612,Tillaberi,NER,3679
613,Torodi,NER,3680
490,Ville De Maradi,NER,3681
890,Ville De Niamey,NER,3682
590,Ville De Tahoua,NER,3683
790,Ville De Zinder,NER,3684
1001,1001. Aniocha North,NGA,3685
1003,1003. Bomadi,NGA,3686
1004,1004. Burutu,NGA,3687
1005,1005. Ethiope East,NGA,3688
1006,1006. Ethiope West,NGA,3689
1007,1007. Ika North-East,NGA,3690
1008,1008. Ika South,NGA,3691
1009,1009. Isoko North,NGA,3692
101,101. Aba North,NGA,3693
1010,1010. Isoko South,NGA,3694
1012,1012. Ndokwa West,NGA,3695
1013,1013. Okpe,NGA,3696
1014,1014. Oshimili North,NGA,3697
1015,1015. Oshimili South,NGA,3698
1016,1016. Patani,NGA,3699
1017,1017. Sapele,NGA,3700
1018,1018. Udu,NGA,3701
1019,1019. Ughelli North,NGA,3702
102,102. Aba South,NGA,3703
1020,1020. Ughelli South,NGA,3704
1021,1021. Ukwani,NGA,3705
1022,1022. Uvwie,NGA,3706
1024,1024. Warri South,NGA,3707
1025,1025. Warri South West,NGA,3708
103,103. Arochukwu,NGA,3709
104,104. Bende,NGA,3710
105,105. Ikwuano,NGA,3711
106,106. Isiala Ngwa North,NGA,3712
107,107. Isiala Ngwa South,NGA,3713
108,108. Isuikwato,NGA,3714
109,109. Obingwa,NGA,3715
110,110. Ohafia,NGA,3716
1101,1101. Abakaliki,NGA,3717
1102,1102. Afikpo North,NGA,3718
1103,1103. Afikpo South,NGA,3719
1104,1104. Ebonyi,NGA,3720
1105,1105. Ezza North,NGA,3721
1106,1106. Ezza South,NGA,3722
1107,1107. Ikwo,NGA,3723
1108,1108. Ishielu,NGA,3724
1109,1109. Ivo,NGA,3725
111,111. Osisioma North,NGA,3726
1110,1110. Izzi,NGA,3727
1111,1111. Ohaozara,NGA,3728
1112,1112. Ohaukwu,NGA,3729
1113,1113. Onicha,NGA,3730
112,112. Ugwunagbo,NGA,3731
113,113. Ukwa East,NGA,3732
114,114. Ukwa West,NGA,3733
115,115. Umuahia North,NGA,3734
116,116. Umuahia South,NGA,3735
117,117. Umunneochi,NGA,3736
1201,1201. Akoko Edo,NGA,3737
1202,1202. Egor,NGA,3738
1203,1203. Esan Central,NGA,3739
1204,1204. Esan North East,NGA,3740
1205,1205. Esan South East,NGA,3741
1206,1206. Esan West,NGA,3742
1207,1207. Etsako Central,NGA,3743
1208,1208. Etsako East,NGA,3744
1209,1209. Etsako West,NGA,3745
1210,1210. Igugben,NGA,3746
1211,1211. Ikpooba Okha,NGA,3747
1212,1212. Oredo,NGA,3748
1213,1213. Orhionmwon,NGA,3749
1214,1214. Ovia North East,NGA,3750
1215,1215. Ovia South West,NGA,3751
1216,1216. Owan East,NGA,3752
1217,1217. Owan West,NGA,3753
1218,1218. Uhunmuonde,NGA,3754
1301,1301. Ado Ekiti,NGA,3755
1302,1302. Efon,NGA,3756
1303,1303. Ekiti East,NGA,3757
1304,1304. Ekiti South,NGA,3758
1305,1305. Ekiti West,NGA,3759
1306,1306. Emure,NGA,3760
1307,1307. Gbonyin,NGA,3761
1308,1308. Ido/Osi,NGA,3762
1309,1309. Ijero,NGA,3763
1310,1310. Ikere,NGA,3764
1311,1311. Ikole,NGA,3765
1312,1312. Ilejemeje,NGA,3766
1313,1313. Irepodun/Ifelodun,NGA,3767
1314,1314. Ise/Orun,NGA,3768
1315,1315. Moba,NGA,3769
1316,1316. Oye,NGA,3770
1401,1401. Aniniri,NGA,3771
1402,1402. Awgu,NGA,3772
1403,1403. Enugu East,NGA,3773
1404,1404. Enugu North,NGA,3774
1405,1405. Enugu South,NGA,3775
1406,1406. Ezeagu,NGA,3776
1407,1407. Igbo Etiti,NGA,3777
1408,1408. Igbo-Eze North,NGA,3778
1409,1409. Igbo-Eze South,NGA,3779
1410,1410. Isi-Uzo,NGA,3780
1411,1411. Nkanu East,NGA,3781
1412,1412. Nkanu West,NGA,3782
1413,1413. Nsukka,NGA,3783
1414,1414. Oji River,NGA,3784
1415,1415. Udenu,NGA,3785
1416,1416. Udi,NGA,3786
1417,1417. Uzo-Uwani,NGA,3787
1501,1501. Akko,NGA,3788
1502,1502. Balanga,NGA,3789
1503,1503. Billiri,NGA,3790
1504,1504. Dukku,NGA,3791
1505,1505. Funakaye,NGA,3792
1506,1506. Gombe,NGA,3793
1507,1507. Kaltungo,NGA,3794
1508,1508. Kwami,NGA,3795
1509,1509. Nafada,NGA,3796
1510,1510. Shongom,NGA,3797
1511,1511. Yamaltu-Deba,NGA,3798
1601,1601. Aboh Mbaise,NGA,3799
1602,1602. Ahiazu Mbaise,NGA,3800
1603,1603. Ehime Mbano,NGA,3801
1604,1604. Ezinihitte-Mbaise,NGA,3802
1605,1605. Ideato North,NGA,3803
1606,1606. Ideato South,NGA,3804
1607,1607. Ihitte-Uboma,NGA,3805
1608,1608. Ikeduru,NGA,3806
1609,1609. Isiala Mbano,NGA,3807
1610,1610. Isu,NGA,3808
1611,1611. Mbaitoli,NGA,3809
1612,1612. Ngor Okpala,NGA,3810
1613,1613. Njaba,NGA,3811
1614,1614. Nkwere,NGA,3812
1615,1615. Nwangele,NGA,3813
1616,1616. Obowo,NGA,3814
1617,1617. Oguta,NGA,3815
1618,1618. Ohaji-Egbema,NGA,3816
1619,1619. Okigwe,NGA,3817
1620,1620. Ono-Imo,NGA,3818
1621,1621. Orlu,NGA,3819
1622,1622. Orsu,NGA,3820
1623,1623. Oru East,NGA,3821
1624,1624. Oru West,NGA,3822
1625,1625. Owerri Municipal,NGA,3823
1626,1626. Owerri North,NGA,3824
1627,1627. Owerri West,NGA,3825
1701,1701. Auyo,NGA,3826
1702,1702. Babura,NGA,3827
1703,1703. Birnin Kudu,NGA,3828
1704,1704. Birniwa,NGA,3829
1705,1705. Buji,NGA,3830
1706,1706. Dutse,NGA,3831
1707,1707. Gagarawa,NGA,3832
1708,1708. Garki,NGA,3833
1709,1709. Gumel,NGA,3834
1710,1710. Guri,NGA,3835
1711,1711. Gwaram,NGA,3836
1712,1712. Gwiwa,NGA,3837
1713,1713. Hadejia,NGA,3838
1714,1714. Jahun,NGA,3839
1715,1715. Kafin Hausa,NGA,3840
1716,1716. Kaugama,NGA,3841
1717,1717. Kazaure,NGA,3842
1718,1718. Kirika Kasamma,NGA,3843
1719,1719. Kiyawa,NGA,3844
1720,1720. Maigatar,NGA,3845
1721,1721. Malam Madori,NGA,3846
1722,1722. Miga,NGA,3847
1723,1723. Ringim,NGA,3848
1724,1724. Roni,NGA,3849
1725,1725. Sule Tankar-Kar,NGA,3850
1726,1726. Taura,NGA,3851
1727,1727. Yan-Kwashi,NGA,3852
1801,1801. Birnin Gwari,NGA,3853
1802,1802. Chikun,NGA,3854
1803,1803. Giwa,NGA,3855
1804,1804. Igabi,NGA,3856
1805,1805. Ikara,NGA,3857
1806,1806. Jaba,NGA,3858
1807,1807. Jema'a,NGA,3859
1808,1808. Kachia,NGA,3860
1809,1809. Kaduna North,NGA,3861
1810,1810. Kaduna South,NGA,3862
1811,1811. Kagarko,NGA,3863
1813,1813. Kaura,NGA,3864
1814,1814. Kauru,NGA,3865
1815,1815. Kubau,NGA,3866
1816,1816. Kudan,NGA,3867
1817,1817. Lere,NGA,3868
1818,1818. Makarfi,NGA,3869
1819,1819. Sabon Gari,NGA,3870
1820,1820. Sanga,NGA,3871
1821,1821. Soba,NGA,3872
1822,1822. Zangon Kataf,NGA,3873
1823,1823. Zaria,NGA,3874
1901,1901. Ajingi,NGA,3875
1902,1902. Albasu,NGA,3876
1904,1904. Bebeji,NGA,3877
1905,1905. Bichi,NGA,3878
1906,1906. Bunkure,NGA,3879
1907,1907. Dala,NGA,3880
1908,1908. Danbatta,NGA,3881
1909,1909. Dawakin Kudu,NGA,3882
1910,1910. Dawakin Tofa,NGA,3883
1911,1911. Doguwa,NGA,3884
1912,1912. Fagge,NGA,3885
1913,1913. Gabasawa,NGA,3886
1914,1914. Garko,NGA,3887
1915,1915. Garum Mallam,NGA,3888
1916,1916. Gaya,NGA,3889
1917,1917. Gezawa,NGA,3890
1918,1918. Gwale,NGA,3891
1920,1920. Kabiya,NGA,3892
1921,1921. Kabo,NGA,3893
1922,1922. Kano Municipal,NGA,3894
1923,1923. Karaye,NGA,3895
1924,1924. Kiru,NGA,3896
1925,1925. Kumbotso,NGA,3897
1926,1926. Kunchi,NGA,3898
1927,1927. Kura,NGA,3899
1928,1928. Madobi,NGA,3900
1930,1930. Minjibir,NGA,3901
1931,1931. Nasarawa (Kano),NGA,3902
1932,1932. Rano,NGA,3903
1933,1933. Rimin Gado,NGA,3904
1934,1934. Rogo,NGA,3905
1935,1935. Shanono,NGA,3906
1936,1936. Sumaila,NGA,3907
1937,1937. Takai,NGA,3908
1938,1938. Tarauni,NGA,3909
1939,1939. Tofa,NGA,3910
1941,1941. Tudun Wada,NGA,3911
1942,1942. Ungogo,NGA,3912
1943,1943. Warawa,NGA,3913
1944,1944. Wudil,NGA,3914
2001,2001. Bakori,NGA,3915
