district,District,Country,District_code
11015,Guanajuato (Guanajuato),MEX,2613
25011,Guasave (Sinaloa),MEX,2614
26029,Guaymas (Sonora),MEX,2615
08030,Guazapares (Chihuahua),MEX,2616
08031,Guerrero (Chihuahua),MEX,2617
05012,Guerrero (Coahuila De Zaragoza),MEX,2618
09005,Gustavo A. Madero (Ciudad De México),MEX,2619
28015,Gustavo Díaz Ordaz (Tamaulipas),MEX,2620
08025,Gómez Farías (Chihuahua),MEX,2621
10007,Gómez Palacio (Durango),MEX,2622
28013,Güémez (Tamaulipas),MEX,2623
31033,Halachó (Yucatán),MEX,2624
04005,Hecelchakán (Campeche),MEX,2625
26030,Hermosillo (Sonora),MEX,2626
20039,Heroica Ciudad De Huajuapan De León (Oaxaca),MEX,2627
20397,Heroica Ciudad De Tlaxiaco (Oaxaca),MEX,2628
20124,Heroica Villa De San Blas Atempa (Oaxaca),MEX,2629
10010,Hidalgo (Durango),MEX,2630
19047,Hidalgo (Nuevo León),MEX,2631
08032,Hidalgo Del Parral (Chihuahua),MEX,2632
30070,Hidalgotitlán (Veracruz De Ignacio De La Llave),MEX,2633
31034,Hocabá (Yucatán),MEX,2634
31036,Homún (Yucatán),MEX,2635
04006,Hopelchén (Campeche),MEX,2636
29013,Huamantla (Tlaxcala),MEX,2637
12033,Huamuxtitlán (Guerrero),MEX,2638
16037,Huaniqueo (Michoacán De Ocampo),MEX,2639
11016,Huanímaro (Guanajuato),MEX,2640
21069,Huaquechula (Puebla),MEX,2641
26033,Huatabampo (Sonora),MEX,2642
20041,Huautla De Jiménez (Oaxaca),MEX,2643
13026,Huazalingo (Hidalgo),MEX,2644
24018,Huehuetlán (San Luis Potosí),MEX,2645
21150,Huehuetlán El Grande (Puebla),MEX,2646
07037,Huehuetán (Chiapas),MEX,2647
13028,Huejutla De Reyes (Hidalgo),MEX,2648
30073,Hueyapan De Ocampo (Veracruz De Ignacio De La Llave),MEX,2649
29014,Hueyotlipan (Tlaxcala),MEX,2650
13029,Huichapan (Hidalgo),MEX,2651
27008,Huimanguillo (Tabasco),MEX,2652
22008,Huimilpan (Querétaro),MEX,2653
07039,Huitiupán (Chiapas),MEX,2654
21079,Huitziltepec (Puebla),MEX,2655
12034,Huitzuco De Los Figueroa (Guerrero),MEX,2656
15037,Huixquilucan (México),MEX,2657
31038,Hunucmá (Yucatán),MEX,2658
26032,Huásabas (Sonora),MEX,2659
08034,Ignacio Zaragoza (Chihuahua),MEX,2660
12035,Iguala De La Independencia (Guerrero),MEX,2661
11017,Irapuato (Guanajuato),MEX,2662
15038,Isidro Fabela (México),MEX,2663
30077,Isla (Veracruz De Ignacio De La Llave),MEX,2664
23003,Isla Mujeres (Quintana Roo),MEX,2665
21082,Ixcaquixtla (Puebla),MEX,2666
30083,Ixhuatlán De Madero (Veracruz De Ignacio De La Llave),MEX,2667
30080,Ixhuatlán Del Café (Veracruz De Ignacio De La Llave),MEX,2668
13030,Ixmiquilpan (Hidalgo),MEX,2669
29015,Ixtacuixtla De Mariano Matamoros (Tlaxcala),MEX,2670
30085,Ixtaczoquitlán (Veracruz De Ignacio De La Llave),MEX,2671
15039,Ixtapaluca (México),MEX,2672
15040,Ixtapan De La Sal (México),MEX,2673
15042,Ixtlahuaca (México),MEX,2674
06006,Ixtlahuacán (Colima),MEX,2675
14045,Ixtlahuacán Del Río (Jalisco),MEX,2676
20042,Ixtlán De Juárez (Oaxaca),MEX,2677
31040,Izamal (Yucatán),MEX,2678
09006,Iztacalco (Ciudad De México),MEX,2679
09007,Iztapalapa (Ciudad De México),MEX,2680
21085,Izúcar De Matamoros (Puebla),MEX,2681
16043,Jacona (Michoacán De Ocampo),MEX,2682
32019,Jalpa (Zacatecas),MEX,2683
27010,Jalpa De Méndez (Tabasco),MEX,2684
22009,Jalpan De Serra (Querétaro),MEX,2685
15044,Jaltenco (México),MEX,2686
08035,Janos (Chihuahua),MEX,2687
17010,Jantetelco (Morelos),MEX,2688
11018,Jaral Del Progreso (Guanajuato),MEX,2689
28017,Jaumave (Tamaulipas),MEX,2690
32020,Jerez (Zacatecas),MEX,2691
11019,Jerécuaro (Guanajuato),MEX,2692
01005,Jesús María (Aguascalientes),MEX,2693
15045,Jilotepec (México),MEX,2694
08036,Jiménez (Chihuahua),MEX,2695
05014,Jiménez (Coahuila De Zaragoza),MEX,2696
16044,Jiménez (Michoacán De Ocampo),MEX,2697
16045,Jiquilpan (Michoacán De Ocampo),MEX,2698
15047,Jiquipilco (México),MEX,2699
07047,Jitotol (Chiapas),MEX,2700
17011,Jiutepec (Morelos),MEX,2701
14050,Jocotepec (Jalisco),MEX,2702
17012,Jojutla (Morelos),MEX,2703
21087,Jolalpan (Puebla),MEX,2704
17013,Jonacatepec De Leandro Valle (Morelos),MEX,2705
27011,Jonuta (Tabasco),MEX,2706
21089,Jopala (Puebla),MEX,2707
23006,José María Morelos (Quintana Roo),MEX,2708
32022,Juan Aldama (Zacatecas),MEX,2709
21090,Juan C. Bonilla (Puebla),MEX,2710
12039,Juan R. Escudero (Guerrero),MEX,2711
30094,Juan Rodríguez Clara (Veracruz De Ignacio De La Llave),MEX,2712
12080,Juchitán (Guerrero),MEX,2713
20043,Juchitán De Zaragoza (Oaxaca),MEX,2714
08038,Julimes (Chihuahua),MEX,2715
07048,Juárez (Chiapas),MEX,2716
08037,Juárez (Chihuahua),MEX,2717
19031,Juárez (Nuevo León),MEX,2718
13033,Juárez Hidalgo (Hidalgo),MEX,2719
30089,Jáltipan (Veracruz De Ignacio De La Llave),MEX,2720
31041,Kanasín (Yucatán),MEX,2721
31043,Kaua (Yucatán),MEX,2722
31044,Kinchil (Yucatán),MEX,2723
30016,La Antigua (Veracruz De Ignacio De La Llave),MEX,2724
08016,La Cruz (Chihuahua),MEX,2725
16035,La Huacana (Michoacán De Ocampo),MEX,2726
09008,La Magdalena Contreras (Ciudad De México),MEX,2727
29048,La Magdalena Tlaltelulco (Tlaxcala),MEX,2728
03003,La Paz (Baja California Sur),MEX,2729
15070,La Paz (México),MEX,2730
20069,La Pe (Oaxaca),MEX,2731
30127,La Perla (Veracruz De Ignacio De La Llave),MEX,2732
07099,La Trinitaria (Chiapas),MEX,2733
22010,Landa De Matamoros (Querétaro),MEX,2734
30061,Las Choapas (Veracruz De Ignacio De La Llave),MEX,2735
07052,Las Margaritas (Chiapas),MEX,2736
07075,Las Rosas (Chiapas),MEX,2737
10012,Lerdo (Durango),MEX,2738
30097,Lerdo De Tejada (Veracruz De Ignacio De La Llave),MEX,2739
15051,Lerma (México),MEX,2740
11020,León (Guanajuato),MEX,2741
19033,Linares (Nuevo León),MEX,2742
28019,Llera (Tamaulipas),MEX,2743
20044,Loma Bonita (Oaxaca),MEX,2744
03009,Loreto (Baja California Sur),MEX,2745
32024,Loreto (Zacatecas),MEX,2746
03008,Los Cabos (Baja California Sur),MEX,2747
19027,Los Herreras (Nuevo León),MEX,2748
19042,Los Ramones (Nuevo León),MEX,2749
16075,Los Reyes (Michoacán De Ocampo),MEX,2750
21118,Los Reyes De Juárez (Puebla),MEX,2751
15123,Luvianos (México),MEX,2752
16052,Lázaro Cárdenas (Michoacán De Ocampo),MEX,2753
23007,Lázaro Cárdenas (Quintana Roo),MEX,2754
27012,Macuspana (Tabasco),MEX,2755
08040,Madera (Chihuahua),MEX,2756
16049,Madero (Michoacán De Ocampo),MEX,2757
30098,Magdalena (Veracruz De Ignacio De La Llave),MEX,2758
20052,Magdalena Tequisistlán (Oaxaca),MEX,2759
08041,Maguarichi (Chihuahua),MEX,2760
15052,Malinalco (México),MEX,2761
12041,Malinaltepec (Guerrero),MEX,2762
11008,Manuel Doblado (Guanajuato),MEX,2763
06007,Manzanillo (Colima),MEX,2764
31047,Maní (Yucatán),MEX,2765
07051,Mapastepec (Chiapas),MEX,2766
10013,Mapimí (Durango),MEX,2767
16050,Maravatío (Michoacán De Ocampo),MEX,2768
07115,Maravilla Tenejapa (Chiapas),MEX,2769
30102,Martínez De La Torre (Veracruz De Ignacio De La Llave),MEX,2770
19034,Marín (Nuevo León),MEX,2771
08043,Matachí (Chihuahua),MEX,2772
05017,Matamoros (Coahuila De Zaragoza),MEX,2773
28022,Matamoros (Tamaulipas),MEX,2774
24020,Matehuala (San Luis Potosí),MEX,2775
24057,Matlapa (San Luis Potosí),MEX,2776
31048,Maxcanú (Yucatán),MEX,2777
07053,Mazapa De Madero (Chiapas),MEX,2778
21096,Mazapiltepec De Juárez (Puebla),MEX,2779
29017,Mazatecochco De José María Morelos (Tlaxcala),MEX,2780
25012,Mazatlán (Sinaloa),MEX,2781
26037,Mazatán (Sonora),MEX,2782
30103,Mecatlán (Veracruz De Ignacio De La Llave),MEX,2783
30104,Mecayapan (Veracruz De Ignacio De La Llave),MEX,2784
19035,Melchor Ocampo (Nuevo León),MEX,2785
08045,Meoqui (Chihuahua),MEX,2786
07055,Metapa (Chiapas),MEX,2787
15054,Metepec (México),MEX,2788
13037,Metztitlán (Hidalgo),MEX,2789
02002,Mexicali (Baja California),MEX,2790
24021,Mexquitic De Carmona (San Luis Potosí),MEX,2791
17015,Miacatlán (Morelos),MEX,2792
20059,Miahuatlán De Porfirio Díaz (Oaxaca),MEX,2793
09016,Miguel Hidalgo (Ciudad De México),MEX,2794
09009,Milpa Alta (Ciudad De México),MEX,2795
06008,Minatitlán (Colima),MEX,2796
30108,Minatitlán (Veracruz De Ignacio De La Llave),MEX,2797
13051,Mineral De La Reforma (Hidalgo),MEX,2798
30109,Misantla (Veracruz De Ignacio De La Llave),MEX,2799
13041,Mixquiahuala De Juárez (Hidalgo),MEX,2800
30110,Mixtla De Altamirano (Veracruz De Ignacio De La Llave),MEX,2801
14062,Mixtlán (Jalisco),MEX,2802
12044,Mochitlán (Guerrero),MEX,2803
25013,Mocorito (Sinaloa),MEX,2804
24022,Moctezuma (San Luis Potosí),MEX,2805
05018,Monclova (Coahuila De Zaragoza),MEX,2806
32031,Monte Escobedo (Zacatecas),MEX,2807
19038,Montemorelos (Nuevo León),MEX,2808
19039,Monterrey (Nuevo León),MEX,2809
16053,Morelia (Michoacán De Ocampo),MEX,2810
08047,Moris (Chihuahua),MEX,2811
11021,Moroleón (Guanajuato),MEX,2812
07057,Motozintla (Chiapas),MEX,2813
31052,Motul (Yucatán),MEX,2814
03002,Mulegé (Baja California Sur),MEX,2815
31054,Muxupip (Yucatán),MEX,2816
31050,Mérida (Yucatán),MEX,2817
16055,Múgica (Michoacán De Ocampo),MEX,2818
05020,Múzquiz (Coahuila De Zaragoza),MEX,2819
27013,Nacajuca (Tabasco),MEX,2820
05021,Nadadores (Coahuila De Zaragoza),MEX,2821
08048,Namiquipa (Chihuahua),MEX,2822
29021,Nanacamilpa De Mariano Arista (Tlaxcala),MEX,2823
30206,Nanchital De Lázaro Cárdenas Del Río (Veracruz De Ignacio De La Llave),MEX,2824
29023,Natívitas (Tlaxcala),MEX,2825
15057,Naucalpan De Juárez (México),MEX,2826
05022,Nava (Coahuila De Zaragoza),MEX,2827
26042,Navojoa (Sonora),MEX,2828
25018,Navolato (Sinaloa),MEX,2829
10015,Nazas (Durango),MEX,2830
15058,Nezahualcóyotl (México),MEX,2831
15060,Nicolás Romero (México),MEX,2832
32034,Nochistlán De Mejía (Zacatecas),MEX,2833
26043,Nogales (Sonora),MEX,2834
30115,Nogales (Veracruz De Ignacio De La Llave),MEX,2835
10016,Nombre De Dios (Durango),MEX,2836
32035,Noria De Ángeles (Zacatecas),MEX,2837
08050,Nuevo Casas Grandes (Chihuahua),MEX,2838
28027,Nuevo Laredo (Tamaulipas),MEX,2839
20067,Oaxaca De Juárez (Oaxaca),MEX,2840
08051,Ocampo (Chihuahua),MEX,2841
05023,Ocampo (Coahuila De Zaragoza),MEX,2842
16061,Ocampo (Michoacán De Ocampo),MEX,2843
28029,Ocampo (Tamaulipas),MEX,2844
07059,Ocosingo (Chiapas),MEX,2845
14063,Ocotlán (Jalisco),MEX,2846
15062,Ocoyoacac (México),MEX,2847
21106,Ocoyucan (Puebla),MEX,2848
07061,Ocozocoautla De Espinosa (Chiapas),MEX,2849
15063,Ocuilan (México),MEX,2850
08052,Ojinaga (Chihuahua),MEX,2851
32036,Ojocaliente (Zacatecas),MEX,2852
12045,Olinalá (Guerrero),MEX,2853
12046,Ometepec (Guerrero),MEX,2854
30118,Orizaba (Veracruz De Ignacio De La Llave),MEX,2855
23004,Othón P. Blanco (Quintana Roo),MEX,2856
15067,Otzolotepec (México),MEX,2857
31056,Oxkutzcab (Yucatán),MEX,2858
15068,Ozumba (México),MEX,2859
01006,Pabellón De Arteaga (Aguascalientes),MEX,2860
13048,Pachuca De Soto (Hidalgo),MEX,2861
13047,Pacula (Hidalgo),MEX,2862
28030,Padilla (Tamaulipas),MEX,2863
30122,Pajapan (Veracruz De Ignacio De La Llave),MEX,2864
07065,Palenque (Chiapas),MEX,2865
29024,Panotla (Tlaxcala),MEX,2866
21111,Pantepec (Puebla),MEX,2867
29041,Papalotla De Xicohténcatl (Tlaxcala),MEX,2868
30124,Papantla (Veracruz De Ignacio De La Llave),MEX,2869
16065,Paracho (Michoacán De Ocampo),MEX,2870
27014,Paraíso (Tabasco),MEX,2871
05024,Parras (Coahuila De Zaragoza),MEX,2872
30126,Paso De Ovejas (Veracruz De Ignacio De La Llave),MEX,2873
22012,Pedro Escobedo (Querétaro),MEX,2874
30128,Perote (Veracruz De Ignacio De La Llave),MEX,2875
19041,Pesquería (Nuevo León),MEX,2876
12048,Petatlán (Guerrero),MEX,2877
31058,Peto (Yucatán),MEX,2878
10021,Peñón Blanco (Durango),MEX,2879
07068,Pichucalco (Chiapas),MEX,2880
05025,Piedras Negras (Coahuila De Zaragoza),MEX,2881
12049,Pilcaya (Guerrero),MEX,2882
32038,Pinos (Zacatecas),MEX,2883
02005,Playas De Rosarito (Baja California),MEX,2884
10022,Poanas (Durango),MEX,2885
14066,Poncitlán (Jalisco),MEX,2886
30131,Poza Rica De Hidalgo (Veracruz De Ignacio De La Llave),MEX,2887
08053,Praxedis G. Guerrero (Chihuahua),MEX,2888
31059,Progreso (Yucatán),MEX,2889
13050,Progreso De Obregón (Hidalgo),MEX,2890
21114,Puebla (Puebla),MEX,2891
10023,Pueblo Nuevo (Durango),MEX,2892
30133,Pueblo Viejo (Veracruz De Ignacio De La Llave),MEX,2893
17017,Puente De Ixtla (Morelos),MEX,2894
26048,Puerto Peñasco (Sonora),MEX,2895
14067,Puerto Vallarta (Jalisco),MEX,2896
16071,Puruándiro (Michoacán De Ocampo),MEX,2897
11025,Purísima Del Rincón (Guanajuato),MEX,2898
30123,Pánuco (Veracruz De Ignacio De La Llave),MEX,2899
16066,Pátzcuaro (Michoacán De Ocampo),MEX,2900
11023,Pénjamo (Guanajuato),MEX,2901
22014,Querétaro (Querétaro),MEX,2902
16073,Quiroga (Michoacán De Ocampo),MEX,2903
14069,Quitupan (Jalisco),MEX,2904
30135,Rafael Delgado (Veracruz De Ignacio De La Llave),MEX,2905
21117,Rafael Lara Grajales (Puebla),MEX,2906
30136,Rafael Lucio (Veracruz De Ignacio De La Llave),MEX,2907
05027,Ramos Arizpe (Coahuila De Zaragoza),MEX,2908
07074,Reforma (Chiapas),MEX,2909
28032,Reynosa (Tamaulipas),MEX,2910
01007,Rincón De Romos (Aguascalientes),MEX,2911
24024,Rioverde (San Luis Potosí),MEX,2912
08054,Riva Palacio (Chihuahua),MEX,2913
10024,Rodeo (Durango),MEX,2914
11026,Romita (Guanajuato),MEX,2915
08055,Rosales (Chihuahua),MEX,2916
18010,Rosamorada (Nayarit),MEX,2917
25014,Rosario (Sinaloa),MEX,2918
18011,Ruíz (Nayarit),MEX,2919
30138,Río Blanco (Veracruz De Ignacio De La Llave),MEX,2920
28033,Río Bravo (Tamaulipas),MEX,2921
32039,Río Grande (Zacatecas),MEX,2922
31061,Río Lagartos (Yucatán),MEX,2923
05028,Sabinas (Coahuila De Zaragoza),MEX,2924
16076,Sahuayo (Michoacán De Ocampo),MEX,2925
32040,Sain Alto (Zacatecas),MEX,2926
11027,Salamanca (Guanajuato),MEX,2927
20079,Salina Cruz (Oaxaca),MEX,2928
24025,Salinas (San Luis Potosí),MEX,2929
05030,Saltillo (Coahuila De Zaragoza),MEX,2930
25015,Salvador Alvarado (Sinaloa),MEX,2931
16079,Salvador Escalante (Michoacán De Ocampo),MEX,2932
11028,Salvatierra (Guanajuato),MEX,2933
31063,Samahil (Yucatán),MEX,2934
20083,San Agustín De Las Juntas (Oaxaca),MEX,2935
20085,San Agustín Loxicha (Oaxaca),MEX,2936
13036,San Agustín Metzquititlán (Hidalgo),MEX,2937
13052,San Agustín Tlaxiaca (Hidalgo),MEX,2938
21119,San Andrés Cholula (Puebla),MEX,2939
30141,San Andrés Tuxtla (Veracruz De Ignacio De La Llave),MEX,2940
20107,San Antonio De La Cal (Oaxaca),MEX,2941
20112,San Baltazar Chichicápam (Oaxaca),MEX,2942
13053,San Bartolo Tutotepec (Hidalgo),MEX,2943
18012,San Blas (Nayarit),MEX,2944
05031,San Buenaventura (Coahuila De Zaragoza),MEX,2945
28034,San Carlos (Tamaulipas),MEX,2946
07078,San Cristóbal De Las Casas (Chiapas),MEX,2947
29049,San Damián Texóloc (Tlaxcala),MEX,2948
20130,San Dionisio Del Mar (Oaxaca),MEX,2949
11030,San Felipe (Guanajuato),MEX,2950
13046,San Felipe Orizatlán (Hidalgo),MEX,2951
07079,San Fernando (Chiapas),MEX,2952
01011,San Francisco De Los Romo (Aguascalientes),MEX,2953
11031,San Francisco Del Rincón (Guanajuato),MEX,2954
20142,San Francisco Huehuetlán (Oaxaca),MEX,2955
29050,San Francisco Tetlanohcan (Tlaxcala),MEX,2956
14113,San Gabriel (Jalisco),MEX,2957
20153,San Gabriel Mixtepec (Oaxaca),MEX,2958
21125,San Gregorio Atzompa (Puebla),MEX,2959
26072,San Ignacio Río Muerto (Sonora),MEX,2960
29051,San Jerónimo Zacualpan (Tlaxcala),MEX,2961
22015,San Joaquín (Querétaro),MEX,2962
01008,San José De Gracia (Aguascalientes),MEX,2963
20167,San José Del Peñasco (Oaxaca),MEX,2964
20072,San José Del Progreso (Oaxaca),MEX,2965
15124,San José Del Rincón (México),MEX,2966
11032,San José Iturbide (Guanajuato),MEX,2967
20184,San Juan Bautista Tuxtepec (Oaxaca),MEX,2968
20559,San Juan Bautista Valle Nacional (Oaxaca),MEX,2969
20185,San Juan Cacahuatepec (Oaxaca),MEX,2970
10027,San Juan De Guadalupe (Durango),MEX,2971
14073,San Juan De Los Lagos (Jalisco),MEX,2972
05032,San Juan De Sabinas (Coahuila De Zaragoza),MEX,2973
10028,San Juan Del Río (Durango),MEX,2974
22016,San Juan Del Río (Querétaro),MEX,2975
20198,San Juan Guichicovi (Oaxaca),MEX,2976
29053,San Juan Huactzinco (Tlaxcala),MEX,2977
20207,San Juan Mazatlán (Oaxaca),MEX,2978
20208,San Juan Mixtepec (Oaxaca),MEX,2979
20220,San Juan Tepeuxila (Oaxaca),MEX,2980
20225,San Lorenzo (Oaxaca),MEX,2981
29054,San Lorenzo Axocomanitla (Tlaxcala),MEX,2982
20227,San Lorenzo Cacaotepec (Oaxaca),MEX,2983
12052,San Luis Acatlán (Guerrero),MEX,2984
11033,San Luis De La Paz (Guanajuato),MEX,2985
24028,San Luis Potosí (San Luis Potosí),MEX,2986
26055,San Luis Río Colorado (Sonora),MEX,2987
12053,San Marcos (Guerrero),MEX,2988
24029,San Martín Chalchicuautla (San Luis Potosí),MEX,2989
14077,San Martín Hidalgo (Jalisco),MEX,2990
21132,San Martín Texmelucan (Puebla),MEX,2991
15076,San Mateo Atenco (México),MEX,2992
21134,San Matías Tlalancaleca (Puebla),MEX,2993
11003,San Miguel De Allende (Guanajuato),MEX,2994
14078,San Miguel El Alto (Jalisco),MEX,2995
20278,San Miguel Soyaltepec (Oaxaca),MEX,2996
20285,San Miguel Tlacamama (Oaxaca),MEX,2997
12054,San Miguel Totolapan (Guerrero),MEX,2998
21136,San Miguel Xoxtla (Puebla),MEX,2999
19046,San Nicolás De Los Garza (Nuevo León),MEX,3000
29025,San Pablo Del Monte (Tlaxcala),MEX,3001
20293,San Pablo Etla (Oaxaca),MEX,3002
05033,San Pedro (Coahuila De Zaragoza),MEX,3003
21140,San Pedro Cholula (Puebla),MEX,3004
26057,San Pedro De La Cueva (Sonora),MEX,3005
19019,San Pedro Garza García (Nuevo León),MEX,3006
20307,San Pedro Huamelula (Oaxaca),MEX,3007
20309,San Pedro Ixcatlán (Oaxaca),MEX,3008
20313,San Pedro Jocotipac (Oaxaca),MEX,3009
18013,San Pedro Lagunillas (Nayarit),MEX,3010
20318,San Pedro Mixtepec (Oaxaca),MEX,3011
20324,San Pedro Pochutla (Oaxaca),MEX,3012
20330,San Pedro Teutila (Oaxaca),MEX,3013
14098,San Pedro Tlaquepaque (Jalisco),MEX,3014
21143,San Salvador El Verde (Puebla),MEX,3015
21144,San Salvador Huixcolotla (Puebla),MEX,3016
20348,San Sebastián Tecomaxtlahuaca (Oaxaca),MEX,3017
20349,San Sebastián Teitipac (Oaxaca),MEX,3018
20350,San Sebastián Tutla (Oaxaca),MEX,3019
20534,San Vicente Coatlán (Oaxaca),MEX,3020
31064,Sanahcat (Yucatán),MEX,3021
26058,Santa Ana (Sonora),MEX,3022
11034,Santa Catarina (Guanajuato),MEX,3023
19048,Santa Catarina (Nuevo León),MEX,3024
24031,Santa Catarina (San Luis Potosí),MEX,3025
29058,Santa Catarina Ayometla (Tlaxcala),MEX,3026
20364,Santa Catarina Juquila (Oaxaca),MEX,3027
20368,Santa Catarina Minas (Oaxaca),MEX,3028
20375,Santa Cruz Amilpas (Oaxaca),MEX,3029
11035,Santa Cruz De Juventino Rosas (Guanajuato),MEX,3030
29026,Santa Cruz Tlaxcala (Tlaxcala),MEX,3031
20385,Santa Cruz Xoxocotlán (Oaxaca),MEX,3032
20390,Santa Lucía Del Camino (Oaxaca),MEX,3033
20399,Santa María Atzompa (Oaxaca),MEX,3034
20406,Santa María Chilchotla (Oaxaca),MEX,3035
18014,Santa María Del Oro (Nayarit),MEX,3036
24032,Santa María Del Río (San Luis Potosí),MEX,3037
20414,Santa María Huazolotitlán (Oaxaca),MEX,3038
20421,Santa María Mixtequilla (Oaxaca),MEX,3039
20424,Santa María Ozolotepec (Oaxaca),MEX,3040
20437,Santa María Tlahuitoltepec (Oaxaca),MEX,3041
20439,Santa María Tonameca (Oaxaca),MEX,3042
20447,Santa María Zacatepec (Oaxaca),MEX,3043
19049,Santiago (Nuevo León),MEX,3044
20454,Santiago Atitlán (Oaxaca),MEX,3045
18015,Santiago Ixcuintla (Nayarit),MEX,3046
20466,Santiago Ixtayutla (Oaxaca),MEX,3047
20469,Santiago Juxtlahuaca (Oaxaca),MEX,3048
20474,Santiago Llano Grande (Oaxaca),MEX,3049
10032,Santiago Papasquiaro (Durango),MEX,3050
20482,Santiago Pinotepa Nacional (Oaxaca),MEX,3051
13056,Santiago Tulantepec De Lugo Guerrero (Hidalgo),MEX,3052
30143,Santiago Tuxtla (Veracruz De Ignacio De La Llave),MEX,3053
20515,Santo Domingo Tehuantepec (Oaxaca),MEX,3054
20519,Santo Domingo Tomaltepec (Oaxaca),MEX,3055
20525,Santo Domingo Zanatepec (Oaxaca),MEX,3056
20526,Santos Reyes Nopala (Oaxaca),MEX,3057
20527,Santos Reyes Pápalo (Oaxaca),MEX,3058
08062,Saucillo (Chihuahua),MEX,3059
30144,Sayula De Alemán (Veracruz De Ignacio De La Llave),MEX,3060
16080,Senguio (Michoacán De Ocampo),MEX,3061
11037,Silao De La Victoria (Guanajuato),MEX,3062
25017,Sinaloa (Sinaloa),MEX,3063
07083,Socoltenango (Chiapas),MEX,3064
30148,Soledad De Doblado (Veracruz De Ignacio De La Llave),MEX,3065
24035,Soledad De Graciano Sánchez (San Luis Potosí),MEX,3066
23008,Solidaridad (Quintana Roo),MEX,3067
07084,Solosuchiapa (Chiapas),MEX,3068
21152,Soltepec (Puebla),MEX,3069
32042,Sombrerete (Zacatecas),MEX,3070
30149,Soteapan (Veracruz De Ignacio De La Llave),MEX,3071
28037,Soto La Marina (Tamaulipas),MEX,3072
07086,Suchiapa (Chiapas),MEX,3073
16081,Susupuato (Michoacán De Ocampo),MEX,3074
26060,Sáric (Sonora),MEX,3075
32044,Tabasco (Zacatecas),MEX,3076
27015,Tacotalpa (Tabasco),MEX,3077
16082,Tacámbaro (Michoacán De Ocampo),MEX,3078
31073,Tahdziú (Yucatán),MEX,3079
31074,Tahmek (Yucatán),MEX,3080
14083,Tala (Jalisco),MEX,3081
14084,Talpa De Allende (Jalisco),MEX,3082
24036,Tamasopo (San Luis Potosí),MEX,3083
14085,Tamazula De Gordiano (Jalisco),MEX,3084
24037,Tamazunchale (San Luis Potosí),MEX,3085
30151,Tamiahua (Veracruz De Ignacio De La Llave),MEX,3086
24038,Tampacán (San Luis Potosí),MEX,3087
28038,Tampico (Tamaulipas),MEX,3088
24040,Tamuín (San Luis Potosí),MEX,3089
24042,Tanquián De Escobedo (San Luis Potosí),MEX,3090
30154,Tantima (Veracruz De Ignacio De La Llave),MEX,3091
30155,Tantoyuca (Veracruz De Ignacio De La Llave),MEX,3092
07089,Tapachula (Chiapas),MEX,3093
16087,Taretan (Michoacán De Ocampo),MEX,3094
11039,Tarimoro (Guanajuato),MEX,3095
16088,Tarímbaro (Michoacán De Ocampo),MEX,3096
13058,Tasquillo (Hidalgo),MEX,3097
12055,Taxco De Alarcón (Guerrero),MEX,3098
27016,Teapa (Tabasco),MEX,3099
21153,Tecali De Herrera (Puebla),MEX,3100
14087,Tecalitlán (Jalisco),MEX,3101
21154,Tecamachalco (Puebla),MEX,3102
02003,Tecate (Baja California),MEX,3103
12056,Tecoanapa (Guerrero),MEX,3104
31076,Tecoh (Yucatán),MEX,3105
06009,Tecomán (Colima),MEX,3106
13059,Tecozautla (Hidalgo),MEX,3107
18016,Tecuala (Nayarit),MEX,3108
15081,Tecámac (México),MEX,3109
21156,Tehuacán (Puebla),MEX,3110
31079,Tekax (Yucatán),MEX,3111
12058,Teloloapan (Guerrero),MEX,3112
15085,Temascalcingo (México),MEX,3113
15086,Temascaltepec (México),MEX,3114
17018,Temixco (Morelos),MEX,3115
17033,Temoac (Morelos),MEX,3116
15087,Temoaya (México),MEX,3117
31085,Temozón (Yucatán),MEX,3118
08063,Temósachic (Chihuahua),MEX,3119
04008,Tenabo (Campeche),MEX,3120
15088,Tenancingo (México),MEX,3121
29027,Tenancingo (Tlaxcala),MEX,3122
15090,Tenango Del Valle (México),MEX,3123
30163,Tenochtitlán (Veracruz De Ignacio De La Llave),MEX,3124
27017,Tenosique (Tabasco),MEX,3125
29028,Teolocholco (Tlaxcala),MEX,3126
15091,Teoloyucan (México),MEX,3127
15092,Teotihuacán (México),MEX,3128
31086,Tepakán (Yucatán),MEX,3129
17019,Tepalcingo (Morelos),MEX,3130
14093,Tepatitlán De Morelos (Jalisco),MEX,3131
32045,Tepechitlán (Zacatecas),MEX,3132
12059,Tepecoacuilco De Trujano (Guerrero),MEX,3133
13062,Tepehuacán De Guerrero (Hidalgo),MEX,3134
10035,Tepehuanes (Durango),MEX,3135
13063,Tepeji Del Río De Ocampo (Hidalgo),MEX,3136
32046,Tepetongo (Zacatecas),MEX,3137
29029,Tepeyanco (Tlaxcala),MEX,3138
01009,Tepezalá (Aguascalientes),MEX,3139
18017,Tepic (Nayarit),MEX,3140
17020,Tepoztlán (Morelos),MEX,3141
30168,Tequila (Veracruz De Ignacio De La Llave),MEX,3142
22017,Tequisquiapan (Querétaro),MEX,3143
17021,Tetecala (Morelos),MEX,3144
17022,Tetela Del Volcán (Morelos),MEX,3145
